Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Beae product countdown end at (product.metafields.beae.countdown),Beae product countdown start at (product.metafields.beae.countdown_from),Conservação (product.metafields.custom.conservacao),Descricao Institucional (product.metafields.custom.descricao_institucional),Preço plano anual (product.metafields.custom.preco_plano_anual),Titulo institucional (product.metafields.custom.titulo_institucional),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Informações sobre alérgenos (product.metafields.shopify.allergen-information),Tipo de chocolate (product.metafields.shopify.chocolate-type),Cor (product.metafields.shopify.color-pattern),Preferências dietéticas (product.metafields.shopify.dietary-preferences),Sabor (product.metafields.shopify.flavor),Tipo de farinha/grão (product.metafields.shopify.flour-grain-type),Ficha técnica do alimento (product.metafields.shopify.food-product-form),Instruções de aquecimento (product.metafields.shopify.heating-instructions),Material (product.metafields.shopify.material),Forma (product.metafields.shopify.shape),Tipo de entrada de chá (product.metafields.shopify.tea-input-type),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsionamentos de produtos na pesquisa (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
quiche-4-queijos-com-damascos-1-9kg,"Quiche 4 Queijos com Damascos - 1,9kg","<p>Farinha de amêndoas, creme culinário vegetal (água, óleo de girassol, pasta de amêndoas, amido de tapioca), sal, queijo parmesão zero lactose, queijo mussarela zero lactose, queijo tipo provolone zero lactose, queijo tipo gorgonzola zero lactose, polvilho doce, manteiga ghee, ovos, fermento químico em pó, sal e estabilizantes goma acácia e fosfato tricálcico.</p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Queijo cremoso",Salgado,"Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,,1900.0,shopify,deny,manual,340.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-142_b0042c0b-ca28-4d35-a324-9d8cd5159ac2.jpg?v=1762292624,1,"Quiche 4 Queijos com Damascos - 1,9kg - Move Gourmet",false,,,,,,,,,,,,,,,,,"Uma experiência gourmet que une cremosidade e equilíbrio. Feita com massa
 hiperproteica à base de farinha de amêndoas, essa quiche traz um blend nobre
 de quatro queijos provolone, gorgonzola, parmesão e mussarela em perfeita
 harmonia com o toque agridoce da calda artesanal de damasco. É uma opção
 low carb, rica em proteínas e naturalmente sem glúten e lactose, ideal para
 buffets, eventos ou refeições leves e sofisticadas",,"Cremosidade, Equilíbrio e Sabor Gourmet",,,,leite,,,nao-contem-lactose,,,,,,,,,,,,,kg,,,active
quiche-4-queijos-com-damascos-1-9kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-144_36ad3c95-9d67-4f46-8d83-d150e4c0dfea.jpg?v=1762292623,2,"Quiche 4 Queijos com Damascos - 1,9kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quiche-4-queijos-com-damascos-1-9kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-145_a443bcc2-12c5-4aa2-8f59-aef56fb1d972.jpg?v=1762292623,3,"Quiche 4 Queijos com Damascos - 1,9kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torta-de-frango-redonda-1-8kg,"Torta de Frango Orgânico Redonda - 1,8kg","<p>Farinha de amêndoas, creme culinário vegetal (água, óleo de girassol, pasta de amêndoas, amido de tapioca), sal, recheio de frango desfiado (peito de frango, cebola, pimentão, azeite de oliva extravirgem, páprica doce, coentro, alho), polvilho doce, manteiga ghee, ovos, fermento químico em pó, sal e estabilizantes goma acácia e fosfato tricálcico.</p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Queijo cremoso",Salgado,"Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,,1800.0,shopify,deny,manual,290.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-137_905b0660-ae09-4051-b481-278f52ccbab4.jpg?v=1762292623,1,"Torta de Frango Orgânico Redonda - 1,8kg - Move Gourmet",false,,,,,,,,,,,,,,,,," Sabor e leveza em uma receita pensada para encantar em qualquer ocasião.
 Feita com frango orgânico, massa à base de farinha de amêndoas e sem gordura
 trans, essa torta é rica em proteínas, zero glúten e zero lactose. Ideal para
 buffets, coffee breaks e happy hours, oferece textura leve, sabor caseiro e um
 toque sofisticado que transforma qualquer evento em uma experiência
 gastronômica saudável e deliciosa",,"Leveza, Sabor e Sofisticação em Cada Fatia",,,,leite,,,nao-contem-lactose,,,,,,,,,,,,,kg,,,active
torta-de-frango-redonda-1-8kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-138_0df22476-42e2-4a5f-82cf-57e22bba902e.jpg?v=1762292623,2,"Torta de Frango Orgânico Redonda - 1,8kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torta-de-frango-redonda-1-8kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-141_1b3d6423-ec5c-440c-b285-903c8ed7afa1.jpg?v=1762292623,3,"Torta de Frango Orgânico Redonda - 1,8kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrine-grana-padano-com-alho-poro-1-2kg,"Torta Retangular de Terrine e Grana Padano  - 1,2kg","<p><span style=""vertical-align: inherit;"" dir=""auto""><span style=""vertical-align: inherit;"" dir=""auto"">Queijo tipo grana padano, cream cheese zero lactose, ricota </span></span><span style=""vertical-align: inherit;"" dir=""auto""><span style=""vertical-align: inherit;"" dir=""auto""> zero lactose, alho poró, azeite de oliva extra virgem.</span></span></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Queijo cremoso",Salgado,"Sem açucar, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,,1200.0,shopify,deny,manual,295.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-173.jpg?v=1762292623,1,"Torta Redonda de Terrine e Grana Padano - 1,2kg - Move Gourmet",false,,,,,,,,,,,,,,,,," Um acompanhamento sofisticado que transforma qualquer mesa em uma
 experiência gastronômica. Feita com base proteica de queijo tipo Grana Padano,
 cream cheese zero lactose, molho pesto artesanal, tomates cereja frescos e o
 toque marcante do alho-poró, essa terrine entrega sabor, elegância e equilíbrio.
 Perfeita para natal, ceias especiais e happy hours, combina perfeitamente com o
 Pão Parmesão Move Gourmet e eleva o conceito de comer bem.
 Experimente viver.",,Elegância e Sabor em Cada Camada,,,,leite,,,nao-contem-lactose,,,,,,,,,,,,,kg,,,active
terrine-grana-padano-com-alho-poro-1-2kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-162.jpg?v=1762292623,2,"Torta Redonda de Terrine e Grana Padano - 1,2kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrine-grana-padano-com-alho-poro-1-2kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-168.jpg?v=1762292623,3,"Torta Redonda de Terrine e Grana Padano - 1,2kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terrine-grana-padano-com-alho-poro-1-2kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-172.jpg?v=1762292623,4,"Torta Redonda de Terrine e Grana Padano - 1,2kg - Move Gourmet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quiche-de-fumeiro-com-banana-da-terra-redonda-1-8kg,"QUICHE DE FUMEIRO COM BANANA DA TERRA REDONDA - 1,8kg","<p>Carne de fumeiro (carne suína), banana da terra orgânica,<br> creme culinário vegetal (água, óleo de girassol, pasta de<br> amêdoas, amido de tapioca,sal), farinha de amêndoas, bebida<br> vegetal de amêndoas (água, amêndoas e carbonato de cálcio),<br> polvilho doce, queijo parmesão zero lactose, manteiga ghee,<br> ovos, fermento químico em pó, sal e estabilizantes goma acácia<br> e fosfato tricálcico.</p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Padaria > Bolos e tortas",Salgado,"",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-30.jpg?v=1762221644,1,"",false,,,,,,,,,,,,,,,,,"Uma combinação irresistível de carne de fumeiro suína, banana-da terra
 orgânica e creme vegetal, envolta em uma base nutritiva de farinha de
 amêndoas. Rico em proteínas e naturalmente sem glúten, este prato entrega
 sabor, sofisticação e equilíbrio nutricional em cada porção. Ideal como uma
 refeição completa, seja no almoço ou jantar, oferecendo praticidade e prazer
 sem abrir mão da saúde",,,,,,trigo; ovos; nozes; leite,,,vegetariano; organico; vegano,,nozes,,,,,,,,,,,g,,,draft
quiche-de-fumeiro-com-banana-da-terra-redonda-1-8kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-32.jpg?v=1762221644,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quiche-de-fumeiro-com-banana-da-terra-redonda-1-8kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/MoveGourmet_TayseArgoloFotografia-34.jpg?v=1762221644,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trufa-choc-50-c-doce-de-leite-22g,TRUFA CHOC 50%  C/ DOCE DE LEITE 22G,"",Move Gourmet,Sem categoria,"","",true,Sabor,Trufa Choc 50% C/ Doce De Leite 22g,,,,,,,,PRD00522,0.0,shopify,deny,manual,15.40,,true,true,,,,,"",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
trufa-choc-50-c-doce-de-leite-22g,,,,,,,,,Trufa Branca C/ Brigadeiro Meio Amargo 22g,,,,,,,,PRD00529,0.0,shopify,deny,manual,15.40,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufa-choc-50-c-doce-de-leite-22g,,,,,,,,,Trufa Choc 70% C/ Brigadeiro Meio Amargo 22g,,,,,,,,PRD00523,0.0,shopify,deny,manual,15.40,,true,true,,,,,'0074468159211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufa-choc-50-c-doce-de-leite-22g,,,,,,,,,Trufa Choc 70% C/ Doce De Leite 22g,,,,,,,,PRD00527,0.0,shopify,deny,manual,15.40,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufa-choc-50-c-doce-de-leite-22g,,,,,,,,,Trufa Branca C/ Doce Leite 22g,,,,,,,,PRD00519,0.0,shopify,deny,manual,15.40,,true,true,,,,,'0074468159174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
trufa-choc-50-c-doce-de-leite-22g,,,,,,,,,Trufa Choc 50% C/ Brigadeiro Meio Amargo 22g,,,,,,,,PRD00514,0.0,shopify,deny,manual,15.40,,true,true,,,,,'0074468159075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
garrafa-kombucha-280-ml,GARRAFA KOMBUCHA - 280 ML,"<p>Água potável, cultura simbiótica de bactérias e leveduras (scoby), açúcar demerara*, infusão de chá verde (camellia sinensis), polpa de maracujá,<br> polpa de pitaya, beterraba in natura, infusão de hibisco, limão in natura e folha de stévia (Stevia rebaudiana) e extrato natural.</p>
<p><br><strong>Porque é zero?</strong> Durante nosso processo de fermentação de 60 dias, o açúcar é convertido em ácídos orgânicos saudáveis, cando apenas um residual de até 1<br> grama a cada 100 ml. Testamos cada lote para ter certeza.</p>",Move Gourmet,"Alimentos, bebidas e tabaco > Bebidas > Chás e infusões > Infusões",Suco,"Detox, Sem açucar, Suco",true,Sabor,Pitaya com Maracujá,,,,,,,,,280.0,shopify,deny,manual,17.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Imagem_Principal_-_KOMBUCHA2.png?v=1759972419,1,GARRAFA KOMBUCHA - 280 ML - Move Gourmet,false,,,,,,,,,,,,,,,,,"Chega de escolher entre o que te faz bem e o que te dá prazer. O Kombucha Gula Fit é a prova de que você pode ter os dois.

Através de um processo artesanal de 60 dias de fermentação, criamos uma bebida viva, probiótica e realmente zero açúcar, em três experiências de sabor inesquecíveis:

Pitaya & Maracujá: Uma explosão exótica e antioxidante.
Morango & Limão: O equilíbrio perfeito entre o doce e o cítrico.
Abacaxi & Hortelã: Uma onda de energia tropical e refrescante.
É o seu ritual diário de bem-estar, com o sabor que você merece.","R$12,59 ",A Revolução do Sabor Saudável.,,,,,,,vegetariano; baixo-teor-de-gordura; vegano; nao-contem-acucar; nao-contem-alcool,morango-com-limao,,,,,,granel,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Imagem_Principal_-_KOMBUCHA2.png?v=1759972419,g,,,active
garrafa-kombucha-280-ml,,,,,,,,,Morango com limão,,,,,,,,,280.0,shopify,deny,manual,17.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Imagem_do_WhatsApp_de_2025-09-24_a_s_16.13.53_a6623f3b.jpg?v=1759972419,2,GARRAFA KOMBUCHA - 280 ML - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Imagem_Principal_-_KOMBUCHA3.png?v=1759972419,g,,,
garrafa-kombucha-280-ml,,,,,,,,,Abacaxi com Hortelã,,,,,,,,,280.0,shopify,deny,manual,17.99,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Imagem_Principal_-_KOMBUCHA3.png?v=1759972419,3,GARRAFA KOMBUCHA - 280 ML - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Imagem_Principal_-_KOMBUCHA.png?v=1759972419,g,,,
garrafa-kombucha-280-ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Imagem_Principal_-_KOMBUCHA.png?v=1759972419,4,GARRAFA KOMBUCHA - 280 ML - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kit-move-kids,Kit Cesta Move Kids,"<p>Uma cesta recheada de delícias doces e salgadas, tudo artesanal e feito com o maior carinho, para criar um momento inesquecível.</p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Cestas de alimentos para presente",Salgado,"",true,Title,Default Title,,,,,,,,,959.0,shopify,deny,manual,163.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_6158.heic?v=1758921728,1,"",false,,,,,,,,,,,,,,,,,,,,,,,trigo,,,,,,,,,,,,,,,,g,,,active
suco-de-uva-integral-1un-250ml,Suco de uva integral - 1un 250ml,"",Move Gourmet,"Alimentos, bebidas e tabaco > Bebidas > Sucos, milkshakes e smoothies",Suco,"",true,Title,Default Title,,,,,,,,,250.0,shopify,deny,manual,16.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/ImagemPrincipal-Suco.png?v=1756815667,1,Suco de uva integral - 1un 250ml - Move Gourmet,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
crostinis-e-parmesao-1un-50g,Crostini de Parmesão 1un 50g,"<p><span data-sheets-root=""1"">Polvilho azedo, polvilho doce, azeite de oliva extra virgem , batata doce , queijo parmesão zero lactose, pimenta preta moída, sal .</span></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Aperitivos e petiscos > Croutons",Snack,"Sem açucar, Snack proteico, Zero Glúten",true,Title,Default Title,,,,,,,,,50.0,shopify,deny,manual,21.89,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Sem_nome_600_x_589_px_1.jpg?v=1774435594,1,Crostini de Parmesão 1un 1kg - Move Gourmet,false,,,,,,,,,,,,,,,,"<p><b>Produto pronto para consumo.</b><br> Conservar em local seco e arejado, longe do calor e da umidade.<br> Após aberto, consumir em até <b>5 dias</b> para manter a crocância.</p>","<p>Os <b>Crostinis de Parmesão</b> da MOVE são uma opção leve, funcional e cheia de sabor para acompanhar seu dia. Feitos com <b>polvilho azedo e doce</b>, <b>batata-doce</b> e <b>azeite de oliva extravirgem</b>, eles são naturalmente crocantes, sem glúten e com perfil nutricional equilibrado.</p> <br> <p>O toque especial fica por conta do <b>queijo parmesão zero lactose</b> e da <b>pimenta preta moída</b>, que juntos criam uma explosão de sabor suave e elegante, perfeita para servir como snack, entrada ou acompanhamento leve.</p> <br> <p>É uma releitura clean e gourmet de um biscoito salgado — com ingredientes limpos, textura irresistível e praticidade total.</p>","R$ 9,80",<p><b>Crocância sofisticada com toque de parmesão e azeite extravirgem</b></p>,,,,,,,nao-contem-lactose,,,,,,,,,,,,,g,,,active
crostinis-e-parmesao-1un-50g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/ImagemPrincipal-Crostines.png?v=1774435594,2,Crostini de Parmesão 1un 50g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crostinis-e-parmesao-1un-50g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/beneficio1-move_8.jpg?v=1774435594,3,Crostini de Parmesão 1un 50g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crostinis-e-parmesao-1un-50g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_2370.jpg?v=1774435594,4,Crostini de Parmesão 1un 50g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-pao-move-frango-6un-360g,Mini Pão Move Frango - 6un. 360g,"<p><span data-sheets-root=""1"">Farinha de amêndoas, recheio de frango desfiado (peito de frango, cebola, pimentão, azeite de oliva extravirgem, páprica doce, coentro, alho), tapioca granulada, bebida vegetal de amêndoas (água, amêndoas e carbonato de cálcio), creme culinário vegetal (água, óleo de girassol, pasta de amêndoas, amido de tapioca, sal), ovos, queijo mussarela zero lactose, queijo parmesão zero lactose, azeite de oliva extravirgem, fermento biológico, sal e estabilizantes goma acácia e fosfato tricálcico. </span></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Padaria > Pães e pãezinhos doces",Pão,"Lanche fit, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,mpmfa,360.0,shopify,deny,manual,79.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Design_sem_nome_-_2026-03-25T074854.407.jpg?v=1774526887,1,Mini Pão Move Frango - 6un. 360g - Move Gourmet,false,,,,,,,,,,,,,,,,"<p><b>Produto ultracongelado.</b><br> Conservar no freezer (–18°C) até a data de validade.<br> Uma vez descongelado, não recongelar.</p> <br> <p><b>Modo de preparo (sem descongelar):</b><br> Pré-aqueça o forno a 180°C por 10 minutos.<br> Retire o plástico da embalagem e leve ao forno por <b>25 a 30 minutos</b>, ou até o interior aquecer completamente e a casquinha dourar levemente.<br> Para mais crocância, finalize por 3 minutos na airfryer.</p>","<p>O <b>Mini Pão MOVE de Frango</b> é aquele salgado nutritivo e reconfortante, feito para os momentos em que você quer algo prático, saudável e cheio de sabor. A base é uma massa fermentada naturalmente com <b>farinha de amêndoas</b> e <b>tapioca granulada</b>, sem glúten e sem lactose, com textura macia por dentro e levemente crocante por fora.</p> <br> <p>O recheio leva <b>frango desfiado</b> refogado com cebola, pimentão, coentro, alho e páprica doce, tudo no azeite de oliva extravirgem. A cremosidade vem do <b>creme vegetal</b> e dos <b>queijos zero lactose</b>, criando uma combinação leve, aromática e muito saborosa.</p> <br> <p>Perfeito para o café da manhã, lanche ou pré-treino. Um pão funcional e completo, que entrega prazer com consciência.</p>","R$ 50,40","<p><b>Sabor de casa em um pão leve, funcional e incrivelmente macio</b></p>",,,,ovos; leite; nozes,,,sem-gluten; nao-contem-lactose,,nozes,,,,,,,,,,,g,,,active
mini-pao-move-frango-6un-360g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_8605.jpg?v=1774435770,2,Mini Pão Move Frango - 6un. 360g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-pao-move-frango-6un-360g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/IMG_2272.jpg?v=1774435770,3,Mini Pão Move Frango - 6un. 360g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-pao-move-de-carne-fumeiro-8un-60g,Mini Pão Move Fumeiro - 6un. 360g,"<p><span data-sheets-root=""1""> Farinha de amêndoas, carne de fumeiro (carne suína), tapioca granulada, bebida vegetal de amêndoas (água, amêndoas e carbonato de cálcio), creme culinário vegetal (água, óleo de girassol, pasta de amêndoas, amido de tapioca, sal), ovos, queijo mussarela zero lactose, queijo parmesão zero lactose, azeite de oliva extravirgem, fermento biológico, sal e estabilizantes goma acácia e fosfato tricálcico. </span></p>",Move Gourmet,"Alimentos, bebidas e tabaco > Alimentos > Padaria > Pães e pãezinhos doces",Pão,"Lanche fit, Sem lactose, Zero Glúten",true,Title,Default Title,,,,,,,,mpmf,360.0,shopify,deny,manual,79.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/Design_sem_nome_-_2026-03-25T075030.158.jpg?v=1774526888,1,Mini Pão Move Fumeiro - 6un. 360g - Move Gourmet,false,,,,,,,,,,,,,,,,"<p><b>Produto ultracongelado.</b><br> Conservar no freezer (–18°C) até a data de validade.<br> Uma vez descongelado, não recongelar.</p> <br> <p><b>Modo de preparo (sem descongelar):</b><br> Pré-aqueça o forno a 180°C por 10 minutos.<br> Retire o plástico da embalagem e leve ao forno por <b>25 a 30 minutos</b>, ou até o pão ficar bem aquecido e levemente dourado.<br> Para casquinha mais crocante, finalize por 3 minutos na airfryer.</p>","<p>O <b>Mini Pão MOVE de Fumeiro</b> é a união entre a tradição do interior e a nutrição contemporânea. Feito com farinha de amêndoas, tapioca granulada e creme vegetal à base de amêndoas, ele é leve, funcional e naturalmente livre de glúten e lactose.</p> <br> <p>O recheio traz a <b>carne de fumeiro</b> — suculenta, defumada artesanalmente e combinada com azeite extravirgem, queijo mussarela e parmesão zero lactose. A massa fermentada naturalmente ganha textura macia e um leve toque crocante por fora, com sabor profundo e autêntico.</p> <br> <p>Ideal para o café da manhã ou lanche salgado, é uma opção rica em proteína e cheia de personalidade, feita para quem busca sabor, saúde e afeto em cada mordida.</p>","R$ 50,40",<p><b>O sabor do fumeiro artesanal em um pão nutritivo e surpreendente</b></p>,,,,ovos; leite; nozes,,,sem-gluten; nao-contem-lactose,,nozes,,,,,,,,,,,g,,,active
mini-pao-move-de-carne-fumeiro-8un-60g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0774/1148/3884/files/ImagemdoWhatsAppde2025-08-04a_s_23.12.27_68da8733.jpg?v=1774435889,2,Mini Pão Move Fumeiro - 6un. 360g - Move Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
